Entry	Entry name	Status	Protein names	Gene names	Organism	Length	Cross-reference (Pfam)
Q8TGJ2	YN075_YEAST	reviewed	Putative UPF0377 protein YNR075C-A	YNR075C-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	30	
P53751	YN94_YEAST	reviewed	Uncharacterized membrane glycoprotein YNR065C	YNR065C N3539	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1116	PF15902;PF15901;
P38912	IF1A_YEAST	reviewed	Eukaryotic translation initiation factor 1A (eIF-1A) (Eukaryotic translation initiation factor 4C) (eIF-4C)	TIF11 YMR260C YM8156.02C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	153	PF01176;
Q02205	MEH1_YEAST	reviewed	Protein MEH1 (EGO complex subunit 1) (GSE complex subunit 2)	MEH1 EGO1 GSE2 YKR007W YK106	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	184	PF15454;
Q02932	KA120_YEAST	reviewed	Importin beta-like protein KAP120 (Karyopherin-120)	KAP120 YPL125W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1032	PF03810;
P47031	IML2_YEAST	reviewed	Inclusion body clearance protein IML2 (Increased minichromosome loss protein 2)	IML2 YJL082W J1007	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	731	PF10300;
P38853	KEL1_YEAST	reviewed	Kelch repeat-containing protein 1	KEL1 YHR158C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1164	
Q06554	IRC20_YEAST	reviewed	Uncharacterized ATP-dependent helicase IRC20 (EC 3.6.1.-) (Increased recombination centers protein 20)	IRC20 YLR247C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1556	PF00176;
P07702	LYS2_YEAST	reviewed	L-2-aminoadipate reductase (EC 1.2.1.31) (EC 1.2.1.95) (Alpha-aminoadipate reductase) (Alpha-AR) (L-aminoadipate-semialdehyde dehydrogenase)	LYS2 YBR115C YBR0910	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1392	PF00501;PF07993;PF00550;
P47032	PRY1_YEAST	reviewed	Protein PRY1 (Pathogenesis-related protein 1)	PRY1 YJL079C J1022	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	299	PF00188;
Q12457	NSI1_YEAST	reviewed	RNA polymerase I termination factor (NTS1 silencing protein 1)	NSI1 YDR026C PZE570	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	570	
P38701	RS20_YEAST	reviewed	40S ribosomal protein S20 (Small ribosomal subunit protein uS10)	RPS20 URP2 YHL015W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	121	PF00338;
P53147	TOS8_YEAST	reviewed	Homeobox protein TOS8 (Target of SBF 8)	TOS8 YGL096W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	276	PF05920;
Q04487	SHH3_YEAST	reviewed	Mitochondrial inner membrane protein SHH3 (SDH3 homolog)	SHH3 YMR118C YM9718.17C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	196	PF01127;
Q12136	SAS10_YEAST	reviewed	Something about silencing protein 10 (U three protein 3) (U3 small nucleolar RNA-associated protein 3) (U3 snoRNA-associated protein 11)	SAS10 UTP3 YDL153C D1545	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	610	PF09368;
P53873	SWT21_YEAST	reviewed	Protein SWT21 (Synthetic With TGS1 protein 21)	SWT21 YNL187W N1615	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	357	
P53937	SWS2_YEAST	reviewed	37S ribosomal protein SWS2, mitochondrial (Mitochondrial small ribosomal subunit protein uS13m) (Sick without securin protein 2)	SWS2 YNL081C N2322	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	143	PF00416;
P52871	SC6B2_YEAST	reviewed	Protein transport protein SBH2 (Ssh1 complex subunit SBH2) (Ssh1 complex subunit beta)	SBH2 SEB2 YER019C-A YER019BC	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	88	PF03911;
P38198	STU1_YEAST	reviewed	Protein STU1 (Suppressor of tubulin 1)	STU1 YBL034C YBL0416	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1513	PF12348;
Q12100	RTK1_YEAST	reviewed	Probable serine/threonine-protein kinase RTK1 (EC 2.7.11.1) (Ribosome biogenesis and tRNA synthetase-associated kinase 1)	RTK1 YDL025C D2810	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	620	PF00069;
P32605	RU1A_YEAST	reviewed	U1 small nuclear ribonucleoprotein A (U1 snRNP A) (U1-A) (U1A) (Mutant U1 die protein 1)	MUD1 YBR119W YBR0915	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	298	PF00076;
P0C2I3	YD15B_YEAST	reviewed	Transposon Ty1-DR6 Gag-Pol polyprotein (Gag-Pol-p199) (TY1A-TY1B) (Transposon Ty1 TYA-TYB polyprotein) (p190) [Cleaved into: Capsid protein (CA) (Gag-p45) (p54); Ty1 protease (PR) (EC 3.4.23.-) (Pol-p20) (p23); Integrase (IN) (Pol-p71) (p84) (p90); Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (Pol-p63) (p60)]	TY1B-DR6 YDRWTy1-5 POL YDR365W-B D9481.12	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1755	PF00665;PF07727;PF01021;
Q99303	YD23A_YEAST	reviewed	Transposon Ty2-DR3 Gag polyprotein (TY2A) (TYA) (Transposon Ty2 protein A) [Cleaved into: Capsid protein (CA); Gag-p4]	TY2A-DR3 YDRWTy2-3 GAG YDR261W-A YD9320A.13	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	438	PF01021;
P36151	YK50_YEAST	reviewed	Uncharacterized protein YKR070W	YKR070W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	352	PF13344;
P36153	YK53_YEAST	reviewed	Uncharacterized protein YKR073C	YKR073C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	106	
A0A023PZB8	YE079_YEAST	reviewed	Putative uncharacterized membrane protein YER079C-A	YER079C-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	112	
P0CX95	YE07A_YEAST	reviewed	UPF0479 membrane protein YEL077W-A	YEL077W-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	160	
Q02209	YKZ1_YEAST	reviewed	Uncharacterized protein YKR011C	YKR011C YK110	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	353	
P0C2I5	YL12B_YEAST	reviewed	Transposon Ty1-LR2 Gag-Pol polyprotein (Gag-Pol-p199) (TY1A-TY1B) (Transposon Ty1 TYA-TYB polyprotein) (p190) [Cleaved into: Capsid protein (CA) (Gag-p45) (p54); Ty1 protease (PR) (EC 3.4.23.-) (Pol-p20) (p23); Integrase (IN) (Pol-p71) (p84) (p90); Reverse transcriptase/ribonuclease H (RT) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (Pol-p63) (p60)]	TY1B-LR2 YLRCTy1-2 POL YLR157C-B L9632.7	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1755	PF00665;PF07727;PF01021;
P47183	THI11_YEAST	reviewed	4-amino-5-hydroxymethyl-2-methylpyrimidine phosphate synthase THI11 (HMP-P synthase) (Hydroxymethylpyrimidine phosphate synthase) (Thiamine biosynthesis protein 11) (Thiamine pyrimidine synthase)	THI11 YJR156C J2250	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	340	PF09084;
P38114	TBS1_YEAST	reviewed	Uncharacterized transcriptional regulatory protein TBS1 (Thiabendazole sensitive protein 1)	TBS1 YBR150C YBR1133	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1094	PF04082;PF00172;
P07281	RS19B_YEAST	reviewed	40S ribosomal protein S19-B (RP55B) (S16a) (Small ribosomal subunit protein eS19-B) (YS16B)	RPS19B RP55B RPS16AB YNL302C N0422	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	144	PF01090;
Q12328	TIM22_YEAST	reviewed	Mitochondrial import inner membrane translocase subunit TIM22	TIM22 YDL217C D0884	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	207	
P42943	TCPH_YEAST	reviewed	T-complex protein 1 subunit eta (TCP-1-eta) (CCT-eta)	CCT7 YJL111W J0804	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	550	PF00118;
P34238	YKR7_YEAST	reviewed	Putative uncharacterized protein YKL177W	YKL177W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	112	
P53276	UTP8_YEAST	reviewed	U3 small nucleolar RNA-associated protein 8 (U3 snoRNA-associated protein 8) (U three protein 8) (U3 protein 8 required for transcription) (t-UTP8)	UTP8 YGR128C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	713	PF10395;
A0A023PXD5	YE147_YEAST	reviewed	Putative uncharacterized membrane protein YER147C-A	YER147C-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	136	
A0A023PXJ3	YE76A_YEAST	reviewed	Putative uncharacterized membrane protein YER076W-A	YER076W-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	115	
Q8TGM4	YL286_YEAST	reviewed	Putative uncharacterized protein YLR286W-A	YLR286W-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	44	
O13562	YL171_YEAST	reviewed	Putative uncharacterized protein YLR171W	YLR171W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	129	
P0C2J3	YL21B_YEAST	reviewed	Transposon Ty2-LR1 Gag-Pol polyprotein (TY2A-TY2B) (Transposon Ty2 TYA-TYB polyprotein) [Cleaved into: Capsid protein (CA); Ty2 protease (PR) (EC 3.4.23.-); Integrase (IN); Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4)]	TY2B-LR1 YLRWTy2-1 POL YLR410W-B L9931.7b	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1770	PF13976;PF00665;PF07727;PF01021;
O13532	YL217_YEAST	reviewed	Putative uncharacterized protein YLR217W	YLR217W L8167.25	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	107	
Q06127	YL334_YEAST	reviewed	Putative uncharacterized protein YLR334C	YLR334C L8300.11	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	126	
Q05948	YL225_YEAST	reviewed	Uncharacterized SVF1-like protein YLR225C	YLR225C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	407	PF08622;PF17187;
P39983	YEG7_YEAST	reviewed	Uncharacterized protein YEL057C	YEL057C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	233	
A0A023PXF5	YH218_YEAST	reviewed	Putative uncharacterized helicase-like protein YHR218W-A	YHR218W-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	105	PF00271;
P40453	UBP7_YEAST	reviewed	Ubiquitin carboxyl-terminal hydrolase 7 (EC 3.4.19.12) (Deubiquitinating enzyme 7) (Ubiquitin thioesterase 7) (Ubiquitin-specific-processing protease 7)	UBP7 YIL156W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1071	PF00443;
P38342	TSC10_YEAST	reviewed	3-ketodihydrosphingosine reductase TSC10 (EC 1.1.1.102) (3-dehydrosphinganine reductase) (KDS reductase) (Temperature-sensitive CSG2 suppressor protein 10)	TSC10 YBR265W YBR1734	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	320	PF00106;
Q07655	WHI4_YEAST	reviewed	Protein WHI4	WHI4 YDL224C D0839	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	649	PF00076;
Q6B0X1	YM135_YEAST	reviewed	Putative uncharacterized protein YMR135W-A	YMR135W-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	177	
Q07349	MRX9_YEAST	reviewed	MIOREX complex component 9 (Mitochondrial organization of gene expression protein 9)	MRX9 YDL027C D2800	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	420	
Q03088	SVL3_YEAST	reviewed	Styryl dye vacuolar localization protein 3	SVL3 YPL032C P7102.17	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	825	PF08546;
Q12286	SUT2_YEAST	reviewed	Sterol uptake protein 2	SUT2 YPR009W LPZ9w	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	268	
P27654	TIP1_YEAST	reviewed	Temperature shock-inducible protein 1 (EC 3.1.1.-)	TIP1 YBR067C YBR0622	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	210	PF00660;
P33315	TKT2_YEAST	reviewed	Transketolase 2 (TK 2) (EC 2.2.1.1)	TKL2 YBR117C YBR0912	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	681	PF02779;PF02780;PF00456;
Q2V2P7	YD461_YEAST	reviewed	Uncharacterized protein YDR461C-A	YDR461C-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	80	
P0C5M3	YD83A_YEAST	reviewed	Putative uncharacterized protein YDR183C-A	YDR183C-A smORF122	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	85	
Q99344	UBA3_YEAST	reviewed	NEDD8-activating enzyme E1 catalytic subunit (EC 6.2.1.-) (RUB1-activating enzyme E1) (Ubiquitin-activating enzyme E1 3) (Ubiquitin-like protein-activating enzyme)	UBA3 YPR066W YP9499.21	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	299	PF00899;
P0CX90	YAN1_YEAST	reviewed	Uncharacterized protein YAR061W	YAR061W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	67	
P38834	YHT0_YEAST	reviewed	Uncharacterized protein YHR130C	YHR130C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	111	
Q3E7Y5	YB111_YEAST	reviewed	Uncharacterized helicase-like protein YBL111C	YBL111C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	667	PF00270;PF11603;
Q12193	YB12B_YEAST	reviewed	Transposon Ty1-BR Gag-Pol polyprotein (Gag-Pol-p199) (TY1A-TY1B) (Transposon Ty1 TYA-TYB polyprotein) (p190) [Cleaved into: Capsid protein (CA) (Gag-p45) (p54); Ty1 protease (PR) (EC 3.4.23.-) (Pol-p20) (p23); Integrase (IN) (Pol-p71) (p84) (p90); Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (Pol-p63) (p60)]	TY1B-BR YBRWTy1-2 POL YBR012W-B YBR0207	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1756	PF00665;PF07727;PF01021;
Q3E739	YI021_YEAST	reviewed	Uncharacterized protein YIR021W-A	YIR021W-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	70	
Q3E7Z4	YI046_YEAST	reviewed	Uncharacterized protein YIL046W-A	YIL046W-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	54	
A0A023PZJ9	YI115_YEAST	reviewed	Putative uncharacterized protein YIL115W-A	YIL115W-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	123	
P38209	YBB2_YEAST	reviewed	Putative uncharacterized protein YBL012C	YBL012C YBL0314	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	133	
Q04711	YM11B_YEAST	reviewed	Transposon Ty1-ML1 Gag-Pol polyprotein (Gag-Pol-p199) (TY1A-TY1B) (Transposon Ty1 TYA-TYB polyprotein) (p190) [Cleaved into: Capsid protein (CA) (Gag-p45) (p54); Ty1 protease (PR) (EC 3.4.23.-) (Pol-p20) (p23); Integrase (IN) (Pol-p71) (p84) (p90); Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (Pol-p63) (p60)]	TY1B-ML1 YMLWTy1-1 POL YML045W YM9827.08	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1755	PF00665;PF07727;PF01021;
P47168	TTI2_YEAST	reviewed	TEL2-interacting protein 2	TTI2 YJR136C J2124	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	421	PF10521;
A0A023PZL2	YM119_YEAST	reviewed	Putative uncharacterized membrane protein YMR119W-A	YMR119W-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	124	
P53921	YNM2_YEAST	reviewed	54S ribosomal protein bL35m (Mitochondrial large ribosomal subunit protein bL35m)	YNL122C N1901	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	115	PF01632;
Q92392	YO11A_YEAST	reviewed	Transposon Ty1-OL Gag polyprotein (Gag-p49) (Transposon Ty1 protein A) (TY1A) (TYA) (p58) [Cleaved into: Capsid protein (CA) (Gag-p45) (p54); Gag-p4]	TY1A-OL YOLWTy1-1 GAG YOL103W-A HRA440	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	440	PF01021;
Q12113	YO21B_YEAST	reviewed	Transposon Ty2-OR1 Gag-Pol polyprotein (TY2A-TY2B) (Transposon Ty2 TYA-TYB polyprotein) [Cleaved into: Capsid protein (CA); Ty2 protease (PR) (EC 3.4.23.-); Integrase (IN); Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4)]	TY2B-OR1 YORCTy2-1 POL YOR192C-B O4785	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1770	PF13976;PF00665;PF07727;PF01021;
P31412	VATC_YEAST	reviewed	V-type proton ATPase subunit C (V-ATPase subunit C) (V-ATPase 42 kDa subunit) (Vacuolar proton pump subunit C)	VMA5 VAT3 VATC YKL080W YKL410	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	392	PF03223;
Q08816	YO352_YEAST	reviewed	Uncharacterized protein YOR352W	YOR352W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	343	PF17110;
Q08736	YO277_YEAST	reviewed	Putative uncharacterized protein YOR277C	YOR277C O5456	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	102	
P53057	YPS5_YEAST	reviewed	Yapsin-5 (Aspartic proteinase-like protein YPS5)	YPS5 YGL259W NRA165	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	165	PF00026;
P40890	VTH2_YEAST	reviewed	VPS10 homolog 2 (Sortilin VTH2)	VTH2 YJL222W HRC1549 J0213	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1549	PF15902;PF15901;
P47075	VTC4_YEAST	reviewed	Vacuolar transporter chaperone 4 (Phosphate metabolism protein 3)	VTC4 PHM3 YJL012C J1345	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	721	PF02656;PF09359;
Q04958	NTE1_YEAST	reviewed	Lysophospholipase NTE1 (EC 3.1.1.5) (Intracellular phospholipase B) (Neuropathy target esterase homolog)	NTE1 YML059C YM9958.03C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1679	PF00027;PF01734;
P49955	SF3B1_YEAST	reviewed	U2 snRNP component HSH155	HSH155 YMR288W YM8021.14	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	971	
P40363	SFGH_YEAST	reviewed	S-formylglutathione hydrolase (FGH) (EC 3.1.2.12)	YJL068C HRE299 J1102	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	299	PF00756;
Q99176	SRN2_YEAST	reviewed	Protein SRN2 (ESCRT-I complex subunit VPS37) (Vacuolar protein sorting-associated protein 37)	SRN2 SRN10 VPS37 YLR119W L2958 L9233.5	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	213	PF07200;
P47166	SGM1_YEAST	reviewed	Protein SGM1 (Slow growth on galactose and mannose protein 1)	SGM1 YJR134C J2120	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	707	PF12329;PF12325;
P80967	TOM5_YEAST	reviewed	Mitochondrial import receptor subunit TOM5 (Translocase of outer membrane 5 kDa subunit)	TOM5 MOM8A YPR133W-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	50	PF10642;
P43589	SAD1_YEAST	reviewed	Pre-mRNA-splicing factor SAD1 (snRNP assembly-defective protein 1)	SAD1 YFR005C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	448	PF00443;PF02148;
P38889	SKN7_YEAST	reviewed	Transcription factor SKN7 (Peroxide sensitivity protein 9)	SKN7 BRY1 POS9 YHR206W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	622	PF00447;PF00072;
P06786	TOP2_YEAST	reviewed	DNA topoisomerase 2 (EC 5.6.2.2) (DNA topoisomerase II)	TOP2 TOR3 YNL088W N2244	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1428	PF00204;PF00521;PF02518;PF01751;PF16898;
P35169	TOR1_YEAST	reviewed	Serine/threonine-protein kinase TOR1 (EC 2.7.11.1) (Dominant rapamycin resistance protein 1) (Phosphatidylinositol kinase homolog TOR1) (Target of rapamycin kinase 1)	TOR1 DRR1 YJR066W J1803	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	2470	PF11865;PF02259;PF02260;PF08771;PF00454;
P38283	SLI15_YEAST	reviewed	Inner centromere protein-related protein SLI15 (INCENP-related protein SLI15)	SLI15 YBR156C YBR1206	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	698	PF03941;
A0A023PXP7	YM034_YEAST	reviewed	Putative uncharacterized protein YML034C-A	YML034C-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	132	
Q6B0Y8	YM012_YEAST	reviewed	Putative uncharacterized protein YML012C-A	YML012C-A YML013C-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	125	
P0C5Q4	YM141_YEAST	reviewed	Putative uncharacterized protein YMR141W-A	YMR141W-A smORF532	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	74	
Q12391	YN11A_YEAST	reviewed	Transposon Ty1-NL1 Gag polyprotein (Gag-p49) (Transposon Ty1 protein A) (TY1A) (TYA) (p58) [Cleaved into: Capsid protein (CA) (Gag-p45) (p54); Gag-p4]	TY1A-NL1 YNLCTy1-1 GAG YNL284C-A N0569	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	440	PF01021;
P40021	ZRG8_YEAST	reviewed	Zinc-regulated protein 8	ZRG8 YER033C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1076	
P87284	PMP3_YEAST	reviewed	Plasma membrane proteolipid 3	PMP3 SNA1 YDR276C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	55	PF01679;
P13099	TOP3_YEAST	reviewed	DNA topoisomerase 3 (EC 5.6.2.1) (DNA topoisomerase III)	TOP3 EDR1 YLR234W L8083.3	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	656	PF01131;PF01751;
Q02206	RSC4_YEAST	reviewed	Chromatin structure-remodeling complex subunit RSC4 (RSC complex subunit RSC4) (Remodel the structure of chromatin complex subunit 4)	RSC4 YKR008W YK107	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	625	PF00439;
P06700	SIR2_YEAST	reviewed	NAD-dependent histone deacetylase SIR2 (EC 2.3.1.286) (Regulatory protein SIR2) (Silent information regulator 2)	SIR2 MAR1 YDL042C D2714	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	562	PF04574;PF02146;
Q06563	SYM1_YEAST	reviewed	Protein SYM1 (Stress-inducible yeast MPV17 protein 1)	SYM1 YLR251W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	197	PF04117;
Q02651	SMA1_YEAST	reviewed	Spore membrane assembly protein 1	SMA1 YPL027W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	245	
P34761	WHI3_YEAST	reviewed	Protein WHI3	WHI3 YNL197C N1382	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	661	PF00076;
Q12024	YTM1_YEAST	reviewed	Ribosome biogenesis protein YTM1 (Microtubule-associated protein YTM1)	YTM1 YOR272W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	460	PF08154;PF00400;
